id,prompt,topic_composition,dominant_topic,topic_label
u371p4,Machine learning projects-how to select features for prediction model,"{0: 0.4708, 1: 0.1723, 2: 0.0238, 3: 0.1696, 4: 0.0194, 5: 0.0138, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",0,Document Summarization
u244p1,write briefly about the last time you went to buy a pair of shoes and how you made your purchase decision.  Try to recall this time vividly and include as much detail as possible to relive the experience.   Write in brief at least one paragraph (200 characters) in the space below.,"{0: 0.0161, 1: 0.2035, 2: 0.2977, 3: 0.0134, 4: 0.0123, 5: 0.0088, 6: 0.1969, 7: 0.0071, 8: 0.0056, 9: 0.0062, 10: 0.0064, 11: 0.0059, 12: 0.1937, 13: 0.005, 14: 0.005, 15: 0.0048, 16: 0.0047, 17: 0.0034, 18: 0.0035, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",2,Travel Booking
u770p5,What time does the Royal Rumble start,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.5484, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",12,Email and Application Requests
u447p10,travel guides all over the world,"{0: 0.0457, 1: 0.0427, 2: 0.3095, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.2762, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u13p8,help me draft a professional email to my boss,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.7223, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",3,Professional Email Drafting
u951p1,What carb for chicken noodle sauce when recovering from norovirus,"{0: 0.0221, 1: 0.0207, 2: 0.0208, 3: 0.0184, 4: 0.0169, 5: 0.012, 6: 0.1409, 7: 0.0098, 8: 0.6541, 9: 0.0085, 10: 0.0088, 11: 0.0081, 12: 0.0073, 13: 0.0069, 14: 0.0069, 15: 0.0066, 16: 0.0064, 17: 0.0046, 18: 0.0048, 19: 0.0041, 20: 0.0041, 21: 0.004, 22: 0.0033, 23: 0.0, 24: 0.0}",8,Healthy Meal Planning
u559p1,create a pool and gym instructor cv of a man who has worked in 4 different companies,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.2405, 4: 0.0275, 5: 0.4407, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",5,Career and Education Planning
u68p3,What are the qualities of a good customer service advisor,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.6616, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",3,Professional Email Drafting
u937p3,Is chicken pox a problem to a 36 week pregnant lady?,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.4336, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.2171, 22: 0.0053, 23: 0.003, 24: 0.0}",8,Healthy Meal Planning
u815p4,Can you check the availability of media rookie. Com?,"{0: 0.036, 1: 0.2438, 2: 0.0338, 3: 0.0299, 4: 0.0274, 5: 0.0195, 6: 0.0189, 7: 0.0159, 8: 0.0125, 9: 0.0138, 10: 0.0142, 11: 0.0132, 12: 0.0118, 13: 0.0111, 14: 0.0112, 15: 0.0108, 16: 0.0104, 17: 0.0075, 18: 0.0079, 19: 0.0066, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.4222}",24,Vacuum Sealing
u694p2,what is enshrouded's full launch ETA,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.5484, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",12,Email and Application Requests
u887p5,"what would these people be searching for and where would they look, what would they expect to find when they come acrossed it? I want to know the inside baseball on how we can get our foot in the door asap and start earning real actual money as a tennis agency no dream stuff.","{0: 0.0752, 1: 0.2028, 2: 0.3954, 3: 0.0091, 4: 0.0084, 5: 0.006, 6: 0.0058, 7: 0.0049, 8: 0.0038, 9: 0.0042, 10: 0.0043, 11: 0.1324, 12: 0.0036, 13: 0.0034, 14: 0.0034, 15: 0.0033, 16: 0.0032, 17: 0.0, 18: 0.1308, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",2,Travel Booking
u175p3,Explain TUPE law to me in simple terms please,"{0: 0.0457, 1: 0.3094, 2: 0.3095, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u14p4,Write me a Personal statement re business,"{0: 0.2466, 1: 0.0337, 2: 0.2444, 3: 0.2405, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",0,Document Summarization
u424p3,gamma GLM link function,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.2842, 10: 0.0181, 11: 0.0168, 12: 0.2817, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",9,Programming Code Examples
u755p2,Bard request identify places or things,"{0: 0.0457, 1: 0.3094, 2: 0.0428, 3: 0.038, 4: 0.3015, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",1,Romantic Poem Writing
u18p3,Research and create brief notes on the following international organizations: Intergovernmental Authority on Development (IGAD).,"{0: 0.2236, 1: 0.0165, 2: 0.0165, 3: 0.0147, 4: 0.0134, 5: 0.3185, 6: 0.0093, 7: 0.0078, 8: 0.0061, 9: 0.0068, 10: 0.3159, 11: 0.0065, 12: 0.0058, 13: 0.0055, 14: 0.0055, 15: 0.0053, 16: 0.0051, 17: 0.0037, 18: 0.0039, 19: 0.0033, 20: 0.0033, 21: 0.0032, 22: 0.0, 23: 0.0, 24: 0.0}",5,Career and Education Planning
u310p9,define the term turbo engines,"{0: 0.2466, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.4276, 22: 0.0053, 23: 0.003, 24: 0.0}",21,Coffee Comparison
u651p6,Rachel is the 15th tallest and the 15th shortest girl in her class.  How many girls are in her class?,"{0: 0.0254, 1: 0.0238, 2: 0.0238, 3: 0.0212, 4: 0.6133, 5: 0.0138, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.154, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u302p10,Give me a brief summary of the UK local election process,"{0: 0.5791, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u701p1,"""Tell me a random fun fact about the Roman Empire""","{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.6391, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",17,Science Facts
u447p6,the best team in the world,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.3047, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.2762, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",3,Professional Email Drafting
u507p3,"Can you find me a simple, easy recipe to make Vodka Pasta","{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.6442, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",8,Healthy Meal Planning
u999p9,"In your opinion, what makes a great leader?","{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.2907, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.2762, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",6,Decision Strategy
u373p9,explain to my wife in bahasa the perils of sucking a straw hard after wisdom tooth surgery,"{0: 0.1206, 1: 0.0165, 2: 0.0165, 3: 0.0147, 4: 0.0134, 5: 0.0096, 6: 0.0093, 7: 0.0078, 8: 0.0061, 9: 0.0068, 10: 0.007, 11: 0.0065, 12: 0.0058, 13: 0.0055, 14: 0.7264, 15: 0.0053, 16: 0.0051, 17: 0.0037, 18: 0.0039, 19: 0.0033, 20: 0.0033, 21: 0.0032, 22: 0.0, 23: 0.0, 24: 0.0}",14,Health After Surgery
u991p6,write a job description for a finance director at a UK-based insurance company,"{0: 0.0254, 1: 0.0238, 2: 0.1723, 3: 0.3181, 4: 0.0194, 5: 0.1623, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.1559, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",3,Professional Email Drafting
u755p3,Give me an exmple of a recursive function,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.6454, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",9,Programming Code Examples
u839p2,"What is the monthly cost of $45,000 at 3.3% for 60 months?","{0: 0.0457, 1: 0.0427, 2: 0.5762, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u691p9,"Client to server binding can be using a ""DCE daemon"" or a ""super server"". Explain the differences between and commonality of both approaches.","{0: 0.0176, 1: 0.0165, 2: 0.0165, 3: 0.0147, 4: 0.0134, 5: 0.0096, 6: 0.0092, 7: 0.1106, 8: 0.0061, 9: 0.4181, 10: 0.007, 11: 0.0065, 12: 0.0058, 13: 0.1083, 14: 0.0055, 15: 0.0053, 16: 0.0051, 17: 0.0037, 18: 0.0038, 19: 0.0033, 20: 0.0033, 21: 0.0032, 22: 0.0, 23: 0.2072, 24: 0.0}",9,Programming Code Examples
u620p1,to find a starting point to investigating a complex problem or one I know little about,"{0: 0.036, 1: 0.2443, 2: 0.0338, 3: 0.03, 4: 0.238, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.218, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",1,Romantic Poem Writing
u676p7,Was the mainstream media accurate with the climate change report?,"{0: 0.0254, 1: 0.0238, 2: 0.0238, 3: 0.0212, 4: 0.0194, 5: 0.3107, 6: 0.3103, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.1585, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",5,Career and Education Planning
u128p3,Will companies in the UK forgive the debt because of these reasons?,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.1992, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.532, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",15,Mental Health and Stress
u180p9,Give me a full list of Australian Universities providing post graduate studies in data science,"{0: 0.1345, 1: 0.0184, 2: 0.0184, 3: 0.0164, 4: 0.015, 5: 0.6995, 6: 0.0103, 7: 0.0087, 8: 0.0068, 9: 0.0075, 10: 0.0078, 11: 0.0072, 12: 0.0064, 13: 0.0061, 14: 0.0061, 15: 0.0059, 16: 0.0057, 17: 0.0041, 18: 0.0043, 19: 0.0036, 20: 0.0036, 21: 0.0036, 22: 0.0, 23: 0.0, 24: 0.0}",5,Career and Education Planning
u529p3,tell me the latest news on brexit,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.2835, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.2751, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",11,Percentage and Interest Calculation
u118p9,explain how El Niño will be impacted by climate change. Write in a scientific style and refer to the Great Barrier Reef,"{0: 0.7085, 1: 0.1332, 2: 0.0184, 3: 0.0164, 4: 0.015, 5: 0.0107, 6: 0.0103, 7: 0.0087, 8: 0.0068, 9: 0.0075, 10: 0.0078, 11: 0.0072, 12: 0.0064, 13: 0.0061, 14: 0.0061, 15: 0.0059, 16: 0.0057, 17: 0.0041, 18: 0.0043, 19: 0.0036, 20: 0.0036, 21: 0.0036, 22: 0.0, 23: 0.0, 24: 0.0}",0,Document Summarization
u455p3,i  use it to solve real life problems like solve task,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.5418, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",20,Math Problem Solving
u946p2,How many justices serve on the United States Supreme Court?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.5484, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",12,Email and Application Requests
u721p1,i want to make youtube videos to supplement my income what should i do,"{0: 0.036, 1: 0.0337, 2: 0.4549, 3: 0.03, 4: 0.238, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",2,Travel Booking
u507p7,I bought some makeup online and part of  my order was missing. Please can you write me an email to send to their customer services to complain.,"{0: 0.0221, 1: 0.0207, 2: 0.0208, 3: 0.5355, 4: 0.0169, 5: 0.012, 6: 0.0116, 7: 0.0098, 8: 0.0077, 9: 0.0085, 10: 0.0088, 11: 0.0081, 12: 0.0073, 13: 0.0069, 14: 0.2655, 15: 0.0066, 16: 0.0064, 17: 0.0046, 18: 0.0048, 19: 0.0041, 20: 0.0041, 21: 0.004, 22: 0.0033, 23: 0.0, 24: 0.0}",3,Professional Email Drafting
u105p8,"What is the fastest way to lose weight, what should I eat?","{0: 0.036, 1: 0.0337, 2: 0.4549, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.2295, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",2,Travel Booking
u136p8,"Certainly! Here’s a composition about your pet:  My Beloved Pet  Pets bring joy, comfort, and companionship into our lives, and my pet is no exception. I have a [describe your pet's species, name, and breed, if applicable]. From the moment I first saw [his/her] sparkling eyes, I knew we were going to be the best of friends","{0: 0.0126, 1: 0.3072, 2: 0.0119, 3: 0.0844, 4: 0.0096, 5: 0.0069, 6: 0.1543, 7: 0.0056, 8: 0.0044, 9: 0.0048, 10: 0.005, 11: 0.1523, 12: 0.1518, 13: 0.0039, 14: 0.0039, 15: 0.0038, 16: 0.0775, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",1,Romantic Poem Writing
u594p6,amazon orders,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.5, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.5, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",10,Political Policy Analysis
u297p7,"can you summarize this email "" it was work related so I had to remove this part""","{0: 0.2042, 1: 0.0279, 2: 0.028, 3: 0.1992, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.3585, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",12,Email and Application Requests
u452p4,what are the signs of adolescent,"{0: 0.0457, 1: 0.3094, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.2817, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",1,Romantic Poem Writing
u990p5,"If Nathaniel Flint from Treasure Planet is real, what type of career will he have?","{0: 0.036, 1: 0.2443, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.2301, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.2217, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",1,Romantic Poem Writing
u794p6,Best box hair dye brunette,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.5536, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",7,Home Network Troubleshooting
u857p2,Kindly generate me highly converting and compelling content for my products content,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.7202, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u614p8,Can you summarize the main ideas from Atomic Habits by James Clear?,"{0: 0.6677, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",0,Document Summarization
u969p6,AI is used in image and facial recongnition systems,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.6591, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",4,YouTube Video Metadata
u737p3,generate to-do list with 10 items,"{0: 0.3124, 1: 0.0427, 2: 0.3095, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u430p9,gallstone incidence factors,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.2405, 4: 0.0275, 5: 0.2301, 6: 0.2295, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",3,Professional Email Drafting
u375p2,Image Generation,"{0: 0.0457, 1: 0.3094, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.2826, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",1,Romantic Poem Writing
u848p1,Give me an idea of a good video I can generate on invideoai,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.5682, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",4,YouTube Video Metadata
